,0
,.039988363,0
,.031992069,0
,.031991846,0
,.031994705,0
,.032033230,0
,.031979411,0
,.031983596,0
,.031993498,0
,.031992720,0
,.031994326,0
,.031990885,0
,.031987417,0
,.031988023,0
,.031992017,0
,.031996199,0
,.031990788,0
,.031990706,0
,.031998998,0
,.031981838,0
,.031993706,0
,.031990427,0
,.031998257,0
,.031999249,0
,.031995321,0
,.031967973,0
,.031996360,0
,.031988972,0
,.031989036,0
,.031995733,0
,.031990694,0
,.045271298,0
,.032003311,0
,.032000572,0
,.031991788,0
,.039989595,0
,.031992250,0
,.031996316,0
,.032003475,0
,.031993638,0
,.035987543,0
,.031988203,0
,.031987080,0
,.032002015,0
,.031983509,0
,.031986466,0
,.031997691,0
,.031995370,0
,.031995288,0
,.031992709,0
,.031985547,0
,.031996081,0
,.031997046,0
,.031985477,0
,.031993661,0
,.032038647,0
,.031992504,0
,.031996669,0
,.031992130,0
,.039989171,0
,.032000829,0
,.031990403,0
,.031986993,0
,.031991498,0
,.031989231,0
,.032001152,0
,.031991051,0
,.031993989,0
,.032007586,0
,.032003873,0
,.031995879,0
,.031989051,0
,.031987819,0
,.031988124,0
,.031984489,0
,.031989340,0
,.031993142,0
,.031995316,0
,.031987154,0
,.031992386,0
,.032031957,0
,.031990251,0
,.031958575,0
,.031989074,0
,.031989726,0
,.031992639,0
,.031987744,0
,.031996125,0
,.031975012,0
,.031990778,0
,.035992965,0
,.031991234,0
,.031991139,0
,.031986911,0
,.031978358,0
,.031989241,0
,.031998224,0
,.039993969,0
,.035995634,0
,.031988028,0
,.031997210,0
,.031999979,0
,.031988970,0
,.031990669,0
,.031995569,0
,.032034081,0
,.031988828,0
,.031991801,0
,.031988466,0
,.031992774,0
,.032002669,0
,.031990972,0
,.031987496,0
,.031987773,0
,.031993840,0
,.031994358,0
,.031991192,0
,.031985837,0
,.030555735,7f2df4017b20
,.031980350,0
,.031999054,0
,.031987787,0
,.031992513,0
,.032002632,0
,.032000567,0
,.031985992,0
,.031990200,0
,.031988214,0
,.031987576,0
,.031991777,0
,.032028013,0
,.031993720,0
,.031995833,0
,.031992046,0
